Date,VNI30,ACB,BID,BVH,CTG,FPT,GAS,GVR,HDB,HPG,KDH,MBB,MSN,MWG,NVL,PDR,PLX,PNJ,POW,SAB,SSI,STB,TCB,TPB,VCB,VHM,VIC,VJC,VNM,VPB,VRE
11/09/2020,825.56,13312,31480.3,46304,19087.2,34526.6,67754,12850,11772.1,13631.3,19917,9493.6,44577,30442,34992,20536.3,48682,42784.4,9539.5,180587,9406.1,11150,21300,14035.1,63200,57447,80978,105800,94307.6,8463.1,28400
14/09/2020,832.24,13568,31519.2,47227,19087.2,34631.9,67377,12600,11733.3,13714.9,20165,9653.2,45063,30312,35437,20815.3,48780,43143.9,9539.5,180779,9406.1,11300,21500,13974.5,63738,57300,82756,107400,94612.3,8592.7,28600
15/09/2020,833.33,13632,31713.8,46693,18938,35123.7,68226,11606,11597.6,13770.6,20248,9626.6,44901,30279,35492,21094.4,48486,43072,9682.6,180779,9436,11600,21350,13913.9,63354,56782,84444,106900,95069.4,8537.1,28900
16/09/2020,834.5,13568,31558.2,46790,18788.9,35474.9,67943,11745,11578.2,13770.6,20165,9626.6,44496,30833,35492,21094.4,49760,43647.3,9682.6,180779,9495.7,11550,21400,13913.9,63661,57078,84889,106900,94612.3,8518.6,28900
17/09/2020,831.84,13760,31519.2,47033,18863.5,35123.7,67660,11838,11481.2,14160.9,19917,9626.6,43766,30703,35270,20982.7,48976,43000.1,9539.5,180779,9555.4,11450,21300,13913.9,63354,56708,83556,105900,94840.9,8463.1,28300
18/09/2020,841.26,13888,31908.4,47324,19236.3,35966.6,68415,11838,11539.4,14328.2,20083,9972.3,43928,30801,35548,21261.8,49368,43431.5,9539.5,181355,9734.6,11650,21800,14398.9,63661,56856,83556,106000,96288.2,8611.2,28500
21/09/2020,851.54,14080,31752.7,48053,19199,35966.6,68698,11931,11907.9,14328.2,20124,10131.9,44171,32072,35715,22405.8,49662,43863,9634.9,182508,9854,11750,22300,14368.6,63738,57004,85333,106500,99106.8,8648.2,28950
22/09/2020,852.72,14272,31674.9,48490,19236.3,36036.9,67849,11931,11985.4,14244.5,20455,10211.6,44009,32463,35492,22824.3,49368,43791.1,9539.5,181547,9883.9,12550,22350,14489.8,64506,56782,84089,106700,98725.9,8666.8,28700
23/09/2020,858.3,14400,32219.7,48442,19571.8,35896.4,68603,11785,12043.6,14383.9,20289,10211.6,44901,33213,35381,22322.1,50543,45588.7,9921.1,182508,9973.5,12650,22300,14368.6,65581,57300,84000,106500,98421.2,8814.9,29100
24/09/2020,853.21,14208,31830.5,47907,19385.4,35474.9,69358,11785,12043.6,14300.3,20165,10424.4,44577,32985,35325,22489.5,50641,44797.8,9778,179626,9883.9,12450,22450,14429.2,66119,57004,82667,105800,96973.8,8685.3,28600
25/09/2020,854.71,14208,31752.7,48102,19534.5,35685.6,68981,11736,12082.4,14356,20000,10424.4,44333,32756,35325,21485,50543,44582,9682.6,179626,9824.2,13300,22400,14247.3,66042,57004,82489,105600,97278.5,8629.7,28400
28/09/2020,863.31,14464,32141.8,48296,20242.8,35896.4,68132,11834,12198.8,14718.4,20000,10637.1,44333,33571,35270,22433.7,50249,44582,9682.6,180587,10092.9,13800,22850,14368.6,66042,56634,82489,105500,97735.6,8814.9,27800
29/09/2020,856.2,14336,31636,46644,19832.7,35264.1,67471,11834,12121.2,14690.5,20165,10451,43442,33734,35270,22098.8,49564,43719.2,9682.6,177705,10003.3,13300,22550,14126.1,64967,55673,81333,104000,101136.7,8796.4,27450
30/09/2020,858.54,14400,31752.7,47324,19795.5,35123.7,67282,12029,12140.6,14718.4,20041,10504.2,44252,33995,35548,21540.8,49270,43791.1,9778,176072,10122.8,13800,22600,14217,64583,55821,81333,104600,100858.8,8796.4,27600
01/10/2020,867.58,14400,31869.5,47470,19832.7,35685.6,68320,12029,12505.2,15052.9,20124,10557.3,44496,34223,35437,22266.3,49760,44366.3,9825.7,177225,10630.4,13750,22800,14974.9,65120,57004,82222,105500,101229.3,8926,27700
02/10/2020,861.51,14720,31636,47130,20093.7,35334.4,67849,11931,12454.8,14885.7,20041,10557.3,43847,33897,35325,21764,49564,43863,10111.9,177225,10600.6,13450,22550,15065.8,64506,56117,83556,104900,100025.3,8759.4,27300
05/10/2020,867.7,15104,31441.4,46644,20503.8,35474.9,68415,12662,12505.2,15248.1,20413,10825.9,45387,33897,35214,21540.8,49172,44006.8,10398.1,177225,10899.2,13700,22550,15247.7,64122,56190,82933,104800,99377,8963.1,27400
06/10/2020,871.37,15360,31480.3,47276,20280.1,35474.9,68415,12564,12454.8,15749.8,20579,10917.7,47008,34288,35214,21875.6,49172,43934.9,10255,178954,10839.4,14200,22400,15217.4,64429,56264,81600,104500,99099.1,8944.5,27500
07/10/2020,870.85,14976,31480.3,48442,20131,35404.6,69925,12418,12454.8,15498.9,20331,10764.8,50169,35071,35103,21652.4,48878,43934.9,10064.2,182508,10660.3,13700,21800,15005.2,65274,56782,82222,104000,100025.3,8796.4,27800
08/10/2020,869.82,14848,31441.4,48442,20242.8,35896.4,70396,12905,12353.9,15666.2,20041,10795.3,51790,35690,35047,21485,48780,45157.3,10016.5,180587,10660.3,13550,21350,14914.2,65120,56634,82044,104000,99006.5,8685.3,27650
09/10/2020,874.53,15040,31402.5,48393,20615.6,35685.6,70113,13343,12353.9,15889.2,20041,10734.2,55194,35527,34825,21875.6,48731,45444.9,10064.2,185390,10749.9,13550,21350,15096.1,65120,56930,83200,104400,98821.3,8666.8,27650
12/10/2020,874.9,14912,31869.5,51406,21696.7,35755.9,70774,13295,12278.3,15749.8,19917,10734.2,56896,35038,34769,21512.9,48339,44582,9873.4,180683,10660.3,13300,21200,15035.5,65965,57300,83467,105000,99099.1,8666.8,27100
13/10/2020,878.35,14976,32102.9,52183,22777.8,35615.4,70774,13636,12101.8,15610.4,19711,10703.6,60624,34614,34491,21485,48339,44941.6,9778,176744,10481.1,13450,21400,15065.8,66426,57743,83644,105000,99191.7,8666.8,27200
14/10/2020,892.15,15360,33387.1,52863,22367.8,35826.1,70963,13343,12227.9,15805.6,19835,10795.3,64839,35527,34491,21875.6,48486,45229.2,9730.3,182508,10809.6,13500,22850,15156.7,67731,58039,84444,104600,99469.6,8889,27350
15/10/2020,899.2,15680,32881.2,52474,22405,35966.6,70774,13197,12404.4,16195.8,19793,10764.8,65730,35657,34713,21819.8,48780,46739.2,9682.6,182508,10839.4,13850,22850,15035.5,68038,57300,86667,106000,99562.2,8907.5,27600
16/10/2020,901.59,15808,32842.3,52377,23225.2,37371.6,71151,13587,12505.2,16223.7,19628,10917.7,64839,35331,34658,21206,48927,48968.3,9825.7,181067,10839.4,13750,22650,15126.4,67731,56930,86756,105000,99469.6,9111.2,27500
19/10/2020,903.51,16192,32608.8,53932,23970.8,37441.8,69830,14415,12480,16112.2,19587,11162.3,66460,35298,34825,21764,48339,48536.9,9682.6,180299,10958.9,14100,23000,15459.9,67194,56264,86844,104500,99747.4,9055.7,27350
20/10/2020,909.49,16192,32686.6,53242,23933.5,37371.6,68509,14366,12757.3,16363.1,19752,11437.6,67837,35298,34491,21875.6,48095,48177.4,9730.3,178281,10869.3,14200,23900,15550.8,67347,56338,86933,104500,98358.2,9185.3,27450
21/10/2020,906.1,16128,32959,51270,23150.6,37090.6,68226,13830,12757.3,16223.7,19793,11345.8,67837,34968,34658,21512.9,47899,48177.4,9682.6,178377,10570.7,14400,23750,15156.7,66195,56486,86489,103900,98543.4,9296.4,27900
22/10/2020,918.3,16384,33426,53538,23858.9,37933.5,69547,13928,12732.1,16502.5,19793,11498.7,68891,35860,34769,21624.5,48388,49040.2,9873.4,177705,10749.9,14600,23950,15278,66503,57300,88978,105000,98821.3,9481.6,28100
23/10/2020,930.3,16384,33309.2,54721,23709.8,37863.3,69358,13976,12833,17227.2,20165,11529.3,69702,36356,34658,21429.2,48486,48896.4,9825.7,178473,10690.1,14550,24000,14944.5,67194,58778,92444,105300,101877.6,9518.6,28350
26/10/2020,919.56,15872,31908.4,53143,22740.6,37090.6,67943,13928,12606,17171.5,20331,11254.1,71242,36356,34491,21429.2,48976,49615.5,9634.9,177705,10511,14100,23350,14550.5,66042,58039,93422,104500,102340.7,9000.1,27750
27/10/2020,915.46,15616,31674.9,52256,22927,36598.8,67943,13733,12379.1,17506,20083,10948.3,71242,36356,34547,22908,48388,49903.1,9453.6,177801,10272.1,13300,23300,14398.9,66042,57373,93956,104500,101507.1,9018.6,27000
28/10/2020,888.88,15232,30585.3,48805,22293.2,35615.4,67849,13051,11597.6,16948.5,19835,10734.2,69702,34703,34491,23549.8,46527,47458.3,9234.2,177225,9973.5,13100,22400,13398.6,64660,55895,89067,104000,99469.6,8592.7,25500
29/10/2020,886.68,15296,30079.5,49495,21696.7,35755.9,66999,13343,11900.1,17060,19793,10887.1,68081,33811,34491,23549.8,47213,48033.6,9148.4,177225,10212.4,13500,21800,13792.6,64199,56338,89511,102300,99006.5,8629.7,25600
30/10/2020,892.55,15424,29962.7,49791,21622.2,36177.4,66433,13782,12202.7,17032.1,20661,10887.1,68081,34604,34491,22880.1,47997,49975,8967.1,177033,10212.4,13300,21350,13822.9,63738,56190,94667,101200,100025.3,8740.8,25300
02/11/2020,899.27,15680,30274,50284,22666,36317.9,65773,14220,12303.5,17060,20165,11009.4,68486,35166,34658,22656.9,47360,51413.2,9062.5,178185,10242.2,13450,21400,14004.8,65888,56117,94667,104900,99654.8,8814.9,25500
03/11/2020,902.14,16000,30663.2,51270,22516.9,37090.6,66244,15097,12278.3,17115.7,20124,11162.3,68081,35430,34547,24219.4,47311,51053.6,9253.3,178185,10361.7,13600,22000,14126.1,65274,56043,92800,105500,99747.4,8870.5,25550
04/11/2020,905.48,16320,30935.6,51862,22815.1,37231.1,67849,15097,12706.9,17087.9,20083,11284.7,68243,35298,34602,23494,47801,51557,9386.9,178185,10451.3,13650,22150,14338.3,65274,56117,92000,105500,100025.3,8963.1,25950
05/11/2020,903.64,15936,30390.8,51467,22554.2,36528.6,67471,14512,12706.9,16864.9,20620,11192.9,71242,35298,34547,23773,47703,52204.1,9320.1,177225,10301.9,13350,21800,14186.7,65274,55969,92889,105700,100766.2,8777.9,26100
06/11/2020,902.91,16064,30390.8,51270,22554.2,36809.6,66811,14853,12656.5,16948.5,20331,11009.4,72862,34703,34547,23854.8,47311,52707.5,9329.6,176840,10242.2,13350,21600,14217,65274,55969,93422,105700,100766.2,8703.8,25600
09/11/2020,917.42,16256,30546.4,52157,23076.1,37512.1,67377,14999,12833,17561.8,20537,11162.3,77482,34935,34213,24362.3,47507,53210.8,9587.2,176456,10451.3,13700,22050,14853.6,65658,57669,94311,106000,100766.2,8833.4,26100
10/11/2020,916.5,16192,30663.2,52749,22815.1,37231.1,68132,15389,12858.2,17450.3,20207,11070.6,77320,35034,34491,23884.6,47850,52491.8,9539.5,174823,10570.7,13600,22100,14550.5,65351,57226,93867,113400,99562.2,8796.4,26700
11/11/2020,916.68,16256,30663.2,52552,22740.6,37231.1,69075,15876,13009.4,17450.3,20165,11162.3,77320,35695,34491,23227.8,47850,51700.8,9444.1,174631,10451.3,13600,22000,14641.4,65197,56634,94044,113800,99562.2,8796.4,26500
12/11/2020,923,16896,30818.8,53242,23113.4,37582.3,69264,16509,13059.9,17533.9,20165,11437.6,75456,36719,34491,23586.1,47605,52923.2,9501.3,176168,10451.3,13700,22300,14671.7,66349,57078,94933,112700,99099.1,8833.4,27200
13/11/2020,931.2,16960,31363.6,54425,23821.7,37793.1,69358,16558,13034.7,17812.6,20455,11804.5,73025,36719,34491,23496.5,47801,53067,9539.5,177705,10630.4,13900,23000,14732.4,66733,57891,95467,112700,99469.6,9074.2,27200
16/11/2020,915.97,16768,31052.3,53242,23784.4,37441.8,68415,16314,12706.9,17979.9,20083,11651.6,68000,36257,34102,22690.4,47164,51844.6,9348.7,174631,10570.7,13650,22900,14671.7,65888,56634,90667,111200,99191.7,8944.5,26850
17/11/2020,934.65,17408,31363.6,53932,24231.7,37933.5,71246,17434,12959,18593.2,20165,11957.5,68891,37017,34380,23227.8,47409,53210.8,9491.8,175015,10899.2,13850,23350,14793,67270,57891,94222,113000,99654.8,9259.4,27200
18/11/2020,937.67,17408,31169,54524,24418.1,37933.5,75492,18505,12933.8,19290.1,20331,12018.6,67189,36554,34213,23078.5,47409,52851.3,9570.5,176360,10988.7,14200,23350,15005.2,67270,57152,93244,113500,101321.9,9222.3,27500
19/11/2020,944.92,17408,31441.4,56101,24828.2,38706.3,77474,18798,12833,19624.6,20455,11926.9,66460,37017,34213,23436.8,49662,53210.8,9688.5,186062,11018.6,14200,23400,14974.9,69267,57300,92444,113700,101599.8,9444.6,27900
20/11/2020,950.89,17472,32064,56003,24753.7,38776.5,77191,18505,13009.4,19903.3,21860,11804.5,66460,36620,34268,25049,49564,52923.2,9718,184429,10869.3,14150,23400,14944.5,71033,58039,92267,118900,102711.2,9444.6,27650
23/11/2020,960.03,17472,31986.2,56003,24530,39268.2,78795,18018,12984.2,20906.9,21983,11743.4,67351,37414,34324,25049,49662,55152.3,9786.9,182988,11167.9,14600,23600,14883.9,70342,59591,92267,118900,102433.3,9444.6,27700
24/11/2020,959.61,17472,31674.9,55017,24418.1,39057.5,77851,17824,12883.4,20906.9,21612,11835.1,66460,37017,34213,25019.1,49172,54577,9737.7,181739,11317.2,14500,23650,15338.6,70957,61957,92444,118000,101507.1,9500.1,27950
25/11/2020,960.63,17472,32141.8,54425,24604.5,38776.5,78040,18408,12807.7,19847.6,21446,11896.3,66703,37017,34157,24242.9,49368,54792.8,9698.4,184621,11466.5,14350,23600,15247.7,71801,61736,93867,119000,102340.7,9889,28250
26/11/2020,964.16,17536,33153.6,53833,25387.4,39127.8,78606,18895,12858.2,19568.8,21694,11926.9,67837,37281,33935,24302.6,50347,54792.8,9718,187311,11436.7,14500,23600,15035.5,72185,61144,94311,120100,101785,10074.2,27900
27/11/2020,971.11,17408,33036.8,55017,25387.4,39479,78795,18554,13728,20210,21818,12232.7,67837,38174,33879,24810.2,50249,56662.3,10082,185870,11556.1,14500,23700,15459.9,72569,61366,93511,119000,101692.4,10000.1,27750
30/11/2020,965.89,17408,32453.1,54228,24977.3,38917,78795,18116,14080,19791.8,22107,12446.8,66460,38339,33712,24690.7,49760,56015.2,9934.4,185870,11496.4,14650,24100,16518.5,71417,61070,92356,117500,100210.5,9926,28200
01/12/2020,976.35,17472,32453.1,54425,25275.6,38776.5,78795,18165,14272,19847.6,21942,12752.6,67270,38339,33712,24481.7,49564,56087.1,9934.4,187811,11586,15450,24500,16555.6,70649,61588,93333,118000,101599.8,10333.5,28250
02/12/2020,979.95,17472,32297.5,55017,25163.7,39057.5,79267,18311,14112,19680.3,22190,13058.4,67432,37678,33656,24422,49858,55368,10623,191014,11765.1,15400,25100,16222.2,71801,62993,93333,119500,100951.4,10259.4,28500
03/12/2020,985.44,17472,32375.3,55608,25201,39057.5,79739,18262,13952,20544.5,22355,12844.3,67594,37909,33601,25974.5,49564,55728,11213.1,189267,12063.7,15650,25000,16074.1,71801,62771,94044,118800,101414.5,10481.6,28400
04/12/2020,984.34,17472,32414.2,54622,25872,39127.8,80682,19528,13888,20600.2,22273,12813.7,69702,37645,33601,25974.5,49760,56447,11360.7,196061,11974.1,15600,24800,16222.2,69958,62771,94044,118500,100951.4,10296.4,28000
07/12/2020,992.01,17472,33464.9,55214,25872,39127.8,81437,19772,13984,21297.1,22479,12783.2,69702,37777,33656,26094,50249,56447,11262.3,200914,12272.8,15550,25050,16296.3,71494,62623,94044,118000,101877.6,10407.5,28300
08/12/2020,993.61,17472,33231.4,56791,25722.9,39479,81248,19772,14208,21408.6,22521,13058.4,69296,37843,33712,25944.7,49662,56881,11163.9,199944,13079,15850,25000,16333.3,71494,62401,93333,118500,101136.7,10500.1,28200
09/12/2020,1004.03,18272,34087.5,57087,25722.9,40392.2,81248,19918,14496,21464.4,22810,13089,69215,38008,34936,26034.2,51229,56809,11213.1,194605,13556.8,15900,25750,16629.6,74105,62845,94222,120000,101599.8,10537.2,28400
10/12/2020,994.28,17888,34204.2,55904,25350.1,39689.7,79644,19431,14240,20962.6,23141,12874.9,68000,37612,35548,25616.3,50543,52896,11114.8,192276,13616.5,15550,25300,16444.5,74643,61810,93244,119800,103729.9,10370.5,28200
11/12/2020,1008.65,18048,35644,56693,25909.3,40041,81248,20356,14240,21631.6,23099,13150.1,68486,37777,35548,25616.3,51915,56084,11459,198682,14064.4,15800,25650,16518.5,74643,62845,94933,122200,104285.6,10481.6,28600
14/12/2020,1024.28,18048,36188.8,57777,26394,40181.5,82098,21768,14304,21882.5,23388,13364.2,68486,38240,35826,26780.6,53384,56229,11704.9,198002,15019.9,15950,26200,16629.6,76716,64323,96800,127000,105026.6,10629.8,30000
15/12/2020,1013.02,17920,35877.5,57383,26095.7,39830.2,80588,22645,14240,21520.1,22893,13150.1,68486,38108,36438,26511.9,52796,55867,11459,193149,15229,15950,26150,16444.5,75103,63584,95111,125000,102989,10407.5,30100
16/12/2020,1029.72,18080,36889.2,57777,26394,40111.2,80965,22694,14336,21631.6,23306,13608.9,68486,38174,37328,26571.6,52600,56229,11508.2,193246,14960.2,16600,27950,16814.8,76716,63732,95111,128100,103359.5,10852,30500
17/12/2020,1016.95,18112,36110.9,56200,25788.9,39689.7,79361,23375,14560,20990.5,22727,13517.1,68896,37513,36716,26273.1,51229,54925,11655.7,192179,14960.2,16600,28350,17407.4,73721,62623,93067,124600,102248.1,10963.1,29750
18/12/2020,1036.65,18176,36577.9,56298,26167.1,39970.7,80116,24690,15168,21520.1,22893,14128.8,68978,38008,36716,26123.8,52698,56012,11803.3,195867,16005.3,17000,29200,18444.5,75948,63066,93067,125000,102248.1,11722.4,30150
21/12/2020,1049.71,18528,36928.1,56298,26356.1,40392.2,81437,26395,15968,21492.2,23223,14220.5,68732,38405,36883,27915.2,52894,56012,11803.3,194120,17110.2,17000,29400,19703.7,76567,64397,94578,125800,102803.8,12222.4,30400
22/12/2020,1052.23,18400,36461.1,56101,26318.3,40813.7,80493,28196,15744,21938.3,23802,14189.9,67912,39628,37106,28661.5,52111,56736,12000,193635,17677.5,17150,29200,20444.5,75793,64249,93956,123600,101785,12222.4,30300
23/12/2020,1045.7,17984,36266.6,57777,26091.4,40392.2,79927,26882,15360,22300.6,23802,14006.4,67912,39033,37272,29736.4,52013,56519,12196.7,191208,17199.8,16700,28700,19629.6,75484,64619,93956,122600,102062.8,11852,30600
24/12/2020,1033.95,17472,35410.5,57580,25675.5,40041,79172,26492,14848,22272.8,23388,13945.3,67830,38570,36716,29855.8,51621,55722,11901.6,192179,16931,16500,27950,19259.3,75329,63806,93956,123000,100673.6,11666.8,29950
25/12/2020,1052.13,17888,36266.6,61031,26242.7,40462.4,79455,28343,15360,22718.8,23512,14128.8,67666,39165,36994,29258.7,52013,56302,12098.4,192179,18095.6,16950,29550,20111.1,75561,64767,94133,125900,100951.4,12037.2,30450
28/12/2020,1054.23,17792,36928.1,63102,25940.2,40673.2,82003,29657,15264,23164.8,23512,14098.2,67584,38769,37328,29676.6,53678,56374,12934.4,191305,19110.9,16750,29700,19925.9,75871,64841,94133,124900,100673.6,11963.1,30450
29/12/2020,1058.39,17728,37628.5,66059,25826.7,41164.9,82192,28732,15136,23192.7,23843,14037,68240,38736,37773,31050,53580,56881,13229.5,194023,18931.7,16700,29750,19629.6,76800,66763,94667,125600,101136.7,11740.9,31650
30/12/2020,1059.16,17792,37395.1,64087,25978,40813.7,82003,27758,15104,22802.4,23967,14006.4,68486,38769,37161,30512.6,53776,58258,13180.3,194120,18812.3,16800,29900,19666.7,75793,66689,96444,124500,100766.2,11777.9,31350
31/12/2020,1070.77,17984,37909.5,65073,26129.3,41516.2,81720,29170,15200,23109,24215,14067.6,72915,39297,36716,30751.5,53482,58693,13377.1,189267,19767.8,16900,31500,19851.9,75793,66172,96178,125000,100766.2,12037.2,31400
04/01/2021,1091.87,18336,38186.5,65369,26847.7,42288.9,83796,28683,15424,23582.9,24256,14648.6,72915,39859,36215,30930.6,53776,59200,13868.9,193538,20185.8,17550,33000,20592.6,76645,68020,96000,125800,101229.3,12666.8,31650
05/01/2021,1104.3,18784,37909.5,65073,26772.1,44045.1,84929,28732,15840,23610.8,24298,15382.6,73243,40289,36160,30691.7,53972,58910,13967.2,193149,20156,17700,33050,20555.6,76877,70682,97511,124800,103566.1,12722.4,33300
06/01/2021,1113.72,19136,38621.8,65566,28625,43834.3,85306,28002,16416,23861.7,24793,15617.3,72423,40091,37106,30990.3,54168,58838,13672.1,192664,20305.3,18000,33200,20740.7,81290,70090,97956,123700,102631.3,12740.9,33200
07/01/2021,1130.59,19136,38700.9,66059,29381.2,43904.6,87477,27563,17152,23861.7,25041,15987.7,75457,39925,39665,30811.2,54461,59128,13770.5,191985,20544.2,18450,34600,21000,82838,70090,97867,124600,103192.2,12926.1,33900
08/01/2021,1147.86,19328,38384.3,67341,29267.8,44466.5,87477,28245,17344,23833.8,25207,16419.8,76360,40256,42112,30691.7,55049,59707,13721.3,192373,20394.9,19400,35700,21111.1,81135,71273,99378,126500,104687.7,13166.8,35500
11/01/2021,1163.4,19424,38186.5,67144,29267.8,45450,88043,28586,17184,24001.1,26901,16265.4,77180,41710,42001,30751.5,56127,59925,14360.7,196352,20036.5,20100,35250,20888.9,80903,76227,101156,131300,108333.1,13037.2,37150
12/01/2021,1169.03,19264,38582.2,67243,29116.5,46222.7,88326,29024,17120,25032.5,27521,16142,77098,41710,41945,30751.5,56127,60070,14360.7,199458,20365,19800,35100,20740.7,81755,76449,101689,131500,108707,12926.1,36700
13/01/2021,1164.57,19104,38344.8,69412,29230,46714.5,87760,31021,17184,24921,27107,16049.4,76524,41710,42057,31826.3,55833,59925,13967.2,201011,20006.7,19500,35150,20444.5,81135,74600,98756,131300,107024.5,13222.4,36200
14/01/2021,1168.99,19104,38661.3,69017,29608.1,46644.2,86910,31800,17152,24781.6,27273,16296.3,75704,42272,41834,33438.5,55049,59490,13967.2,198973,21111.5,20100,35750,20481.5,80438,73639,98133,130700,105715.9,13629.8,36600
15/01/2021,1182.2,19360,38661.3,68426,29872.8,46784.7,86438,31557,17856,24809.5,28099,16512.3,76278,42239,40332,33020.5,54853,59780,14114.8,194605,22067.1,21100,36850,21259.3,79896,75118,98844,131800,106463.7,13796.5,36700
18/01/2021,1173.34,19168,38503,67637,29192.2,46574,85495,32433,17440,24865.2,27810,16172.8,78000,41776,39887,32841.4,54951,60794,14508.2,194508,21678.9,20600,36200,21333.3,79974,74674,98044,132000,105902.8,13500.2,37350
19/01/2021,1107.32,17856,35812.2,64087,27150.2,43553.3,80210,30875,16224,23192.7,26364,15061.7,74555,39661,38941,31886,51915,57244,13623,187326,20185.8,19200,33900,20703.7,76645,71569,91289,127900,100668.5,12555.7,37300
20/01/2021,1116.21,18112,36010,63397,26961.2,44466.5,81626,30193,16320,23248.4,27107,15061.7,74555,40586,40510,31647.1,52209,58331,13770.5,188976,19887.2,19000,34500,20666.7,76722,72086,91822,130000,101883.6,12666.8,36800
21/01/2021,1151.3,18528,36801.5,64778,27982.1,46082.2,82570,31021,16512,24642.2,27273,15925.9,75047,41314,42704,31886,53776,59707,14114.8,188296,20633.8,20000,36200,21111.1,79742,73196,93422,131000,103098.7,13407.6,36600
22/01/2021,1156.58,18336,35812.2,63792,28435.9,46995.4,81720,31264,16704,24335.6,28058,15802.5,76524,42041,44448,33080.2,53188,60867,14114.8,188296,20156,19950,36300,20518.5,79742,73417,93333,133800,101603.2,13518.7,36900
25/01/2021,1154.29,17984,35297.8,63102,27830.9,47065.7,79927,31605,16416,24363.5,29339,15555.6,79558,43627,45011,33737,52796,63040,13918,188296,20126.1,19350,35800,20222.2,79355,73565,93156,133600,101135.8,13296.4,37800
26/01/2021,1125.09,17792,33675.3,59651,26091.4,46363.2,78606,29414,15680,23582.9,28760,15802.5,78328,43627,45573,33139.9,51523,61591,13278.7,184414,19110.9,18100,35000,19777.8,78116,72456,90222,131000,99733.7,12537.2,37000
27/01/2021,1083.63,17600,32686,57186,24654.5,44255.8,74548,27369,14912,22467.9,28306,14814.8,75211,44123,45686,32244.2,49662,60504,12590.2,181308,17797,17250,33500,18592.6,75406,69425,88889,130800,96555.7,11796.4,34450
28/01/2021,1010.75,16384,30430.5,53242,22952.9,41164.9,69358,25469,13888,20906.9,26364,13796.3,69962,41049,42648,31348.6,46233,56302,11754.1,168690,16572.7,16050,31200,17296.3,70142,64619,82667,121700,89825.8,10981.6,32050
29/01/2021,1048.31,17152,31578,55707,23066.3,44045.1,72001,23765,14272,21826.8,26364,14475.3,70126,43858,45123,33319.1,47997,60215,11704.9,156946,17199.8,16900,32000,18481.5,72000,69129,88356,125800,96088.4,11111.2,32050
01/02/2021,1029.86,17056,30944.9,52749,24200.8,44607,70963,22109,14208,21380.7,24711,13580.2,67256,40884,45067,32542.8,47507,57099,11311.5,167914,16005.3,16100,32200,18037,70529,65284,88000,125500,95994.9,11481.6,30000
02/02/2021,1079.7,17504,31142.7,53932,25637.7,46363.2,72189,22791,14848,22579.4,25248,14413.6,68896,42305,45292,33319.1,48682,59055,11459,173737,16602.6,17150,34000,18740.7,74709,69795,94133,129700,99453.3,12277.9,31950
03/02/2021,1117.98,17984,32725.6,57679,26393.9,49173.1,75492,24349,15360,23415.7,26157,14969.1,72915,42140,46699,35229.8,49466,60070,12245.9,173737,17737.3,18000,35000,19851.9,76567,71865,95556,131000,102537.9,13129.8,33100
04/02/2021,1117.74,18048,32844.3,57284,26242.7,50929.3,76436,24788,15072,23304.2,27025,14845.7,73407,42470,45855,35229.8,50249,60070,12393.4,176746,17737.3,17600,35000,19629.6,76567,72752,93333,130600,101696.6,13555.7,32600
05/02/2021,1135.5,18240,33081.7,59158,27074.6,51210.3,76625,25031,15424,23694.4,27066,15277.8,73489,43131,45123,36065.8,51131,60794,12491.8,176552,18812.3,18300,36300,19777.8,77419,73417,95556,131100,102444.4,13703.9,32700
08/02/2021,1092.59,17600,31736.3,56594,25751.1,50086.3,74548,23327,15008,22802.4,25620,14753.1,70208,42470,43717,36603.2,50935,58620,11950.8,168884,18274.8,17400,35000,19407.4,72851,70016,89778,124600,98425.1,13333.5,30900
09/02/2021,1129.49,18272,32290.3,59059,26772.1,52404.5,76719,23424,15424,23304.2,26364,15277.8,72751,42801,44448,37498.9,51915,60577,12147.5,174902,18961.6,18150,36000,19888.9,75251,71569,94400,129000,100948.9,14259.4,31550
17/02/2021,1174.91,18816,33319.2,61031,27830.9,54722.7,82003,25031,16256,24224.1,27686,15925.9,75457,45610,45573,38573.7,54559,62678,12786.9,176067,20036.5,18750,38400,20518.5,77419,74674,96000,131000,101603.2,15240.9,33750
18/02/2021,1187.94,18656,34348,61031,27830.9,54933.4,85023,26735,16320,24447.1,28347,16172.8,78000,46106,45855,38872.2,54951,63403,12836.1,186840,19887.2,18600,38900,20629.6,78967,76301,97778,131800,101883.6,15296.5,34850
19/02/2021,1180.59,19904,34902,60637,27982.1,53809.4,83891,27369,16352,24224.1,28017,16574.1,77836,45478,45180,38752.8,55049,62968,12836.1,186064,19797.7,18700,38700,20518.5,78425,76227,96889,131800,100948.9,15037.2,34500
22/02/2021,1180.55,20224,34625,60242,27982.1,53949.9,83230,27222,16512,24196.2,28017,16481.5,77590,45280,45461,38514,56029,61664,12688.5,184414,19618.5,18600,38600,20666.7,77884,78223,97511,131600,100481.5,15166.8,34150
23/02/2021,1182.47,20288,34822.9,59651,28019.9,53036.7,84362,29122,16608,24140.4,27686,16913.6,76032,45015,45461,38215.4,55637,60504,12639.3,180532,20066.4,18800,39800,20703.7,77419,77853,97778,134000,100014.2,15000.2,34400
